A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,B
-288.2091679148817,-338.90756946222746,573.8567795021239,1131.3330018028826,-1747.2125553630383,-669.6130408186428,156.00313007324795,-126.61045178939177,-694.9068720905813,-1190.3306787791669,-3120.2809571305534,-2060.0970511843634,1259.2056713997777,-1799.2870248903275,13702.780826320415,-9024.322632636915,1621.0928451438617,0.0,-3955.527010764278,683.7879643130861,614.6631720097561,3232.018864761017,2345.478185601413,5049.865810705478,75888.8329052342,-87503.62487962357,-7640.684241540655,0.0,-21098.010922448342,12537.786238372772,22335.557144703747,6294015.665847332,-254.43360772619502,-11123.016274832346,10607.941944413365,-54.14983676934993,0.0,414.32089051989755,4330.573015919314,-21189.649568776946,-1000526.3342017436,-62911.2891399558,61271.47963617617,24985.911568058295,0.0,36485.58103008281,-13755.230863959634,1688.3457874255262,-3215582.46034818,8285.784982500516,-68165.78681739901,0.0,28650.585284296245,-17561.804611609296,-20196.823410230092,-1129479.613505825,44229.03550104947,0.0,-65329.36946675778,28192.121778416687,5474.42264360825,861943.9109198573,0.0,-24312.75264850706,-3856.1557224068856,678.3291942026902,-119521.12696979179,388.64537391694967,0.0,0.0,0.0,5897.723947814519,5711.735833111174,-7293.8824926803745,1568.8271268250778,0.0,-204446.53433528278,-8.428795464749586
