A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,B
-6.644638061164558,-0.1076767390347163,5.348662205918111,36.09517845386131,-37.60054277479858,-2.323667357571844,-1.0361293085189098,-15.638664438779747,-2.0215514198187603,-1.6049120660054639,-3.5981331210297305,-1.752632796432477
